step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,Prediction
399,1,136055.65,5458.0,0.0,634812.14,770867.79,Not Fraud
314,2,2465.79,200027.0,197561.21,785811.2,788276.99,Not Fraud
177,0,141964.69,1078335.7,1220300.39,375015.77,233051.08,Not Fraud
462,0,225558.7,225558.7,0.0,2561621.77,2787180.47,Fraud
458,1,2522614.67,2522614.67,0.0,0.0,0.0,Fraud
306,1,49088.28,63616.0,14527.72,0.0,49088.28,Not Fraud
437,3,200247.85,200247.85,0.0,0.0,0.0,Fraud
500,4,181047.46,181047.46,0.0,0.0,181047.46,Fraud
134,3,19264.86,20605.0,1340.14,0.0,0.0,Not Fraud
289,0,271179.74,271179.74,0.0,0.0,0.0,Fraud
537,0,1561.48,1561.48,0.0,0.0,0.0,Fraud
135,4,32622.58,32622.58,0.0,0.0,0.0,Fraud
404,1,307672.73,0.0,0.0,602074.17,909746.9,Not Fraud
450,0,1014060.77,1014060.77,0.0,65583.59,1079644.35,Fraud
515,0,10000000.0,14889698.49,4889698.49,0.0,0.0,Fraud
90,3,32002.41,32002.41,0.0,0.0,0.0,Fraud
52,3,3385594.76,3385594.76,0.0,131084.43,3797192.32,Fraud
187,1,130908.48,0.0,0.0,6463059.3,6593967.78,Not Fraud
330,3,66249.5,66249.5,0.0,0.0,0.0,Fraud
183,1,61927.13,247067.25,185140.12,240169.68,302096.81,Not Fraud
205,0,1254268.11,1254268.11,0.0,0.0,0.0,Fraud
438,3,807306.04,807306.04,0.0,0.0,807306.04,Fraud
240,1,49260.56,49260.56,0.0,0.0,0.0,Fraud
140,0,281554.92,6181882.44,6463437.36,4181605.62,3900050.7,Not Fraud
11,0,46910.51,21269.0,68179.51,580664.68,533754.16,Not Fraud
351,3,29232.71,0.0,0.0,0.0,0.0,Not Fraud
155,3,32700.75,0.0,0.0,0.0,0.0,Not Fraud
558,3,715862.14,715862.14,0.0,115354.3,831216.43,Fraud
396,3,1787055.89,1787055.89,0.0,0.0,1787055.89,Fraud
385,1,2441109.04,2441109.04,0.0,959433.2,3400542.23,Fraud
266,0,5494891.33,5494891.33,0.0,0.0,0.0,Fraud
299,1,322424.75,322424.75,0.0,0.0,0.0,Fraud
155,1,160761.52,53391.0,0.0,0.0,160761.52,Not Fraud
391,3,9057599.92,9057599.92,0.0,263631.31,9321231.24,Fraud
580,1,927429.86,927429.86,0.0,350691.83,1278121.69,Fraud
402,0,155141.74,3749312.06,3904453.8,9480968.32,9325826.58,Not Fraud
392,1,653408.6,653408.6,0.0,0.0,0.0,Fraud
293,1,4275.48,4275.48,0.0,0.0,0.0,Fraud
42,0,70242.48,7105.0,77347.48,65439.22,0.0,Not Fraud
566,1,2060490.6,2060490.6,0.0,0.0,0.0,Fraud
355,1,146687.92,0.0,0.0,468758.47,615446.39,Not Fraud
41,0,34022.27,4730118.48,4764140.75,726669.04,692646.77,Not Fraud
135,1,1438235.05,1438235.05,0.0,0.0,1438235.05,Fraud
374,3,563160.85,563160.85,0.0,0.0,0.0,Fraud
142,3,5055.53,12501.0,7445.47,0.0,0.0,Not Fraud
353,0,168513.47,7222263.33,7390776.81,1529404.18,1360890.71,Not Fraud
159,1,27287.27,27287.27,0.0,982548.05,1009835.31,Fraud
251,0,636259.2,636259.2,0.0,5647187.36,6283446.56,Fraud
407,0,100143.47,3218622.8,3318766.27,311543.73,211400.27,Not Fraud
12,0,336061.25,3079870.54,3415931.8,1010639.75,674578.49,Not Fraud
397,1,267551.18,0.0,0.0,6781476.6,7049027.77,Not Fraud
413,3,1920361.3,1920361.3,0.0,218925.28,2139286.58,Fraud
402,3,277918.22,277918.22,0.0,0.0,0.0,Fraud
259,0,110757.14,8125918.14,8236675.28,184718.68,73961.54,Not Fraud
21,0,154558.22,859063.93,1013622.15,258483.37,103925.15,Not Fraud
154,0,242240.47,7562.0,249802.47,0.0,0.0,Not Fraud
366,3,1231845.86,1231845.86,0.0,6591.78,1238437.63,Fraud
516,3,254709.2,254709.2,0.0,0.0,0.0,Fraud
717,3,10336.33,32053.0,21716.67,0.0,0.0,Not Fraud
535,0,221189.18,221189.18,0.0,0.0,221189.18,Fraud
169,3,1773.58,646622.0,644848.42,0.0,0.0,Not Fraud
145,0,85562.81,85562.81,0.0,487285.86,572848.66,Fraud
260,3,3268.28,207528.78,204260.5,0.0,0.0,Not Fraud
96,1,391766.28,135852.26,0.0,3596243.13,3988009.42,Not Fraud
270,1,105082.45,105082.45,0.0,1951126.43,2056208.88,Fraud
215,3,53438.03,0.0,0.0,0.0,0.0,Not Fraud
511,1,305803.45,305803.45,0.0,321223.44,627026.88,Fraud
709,0,25643.35,111210.0,136853.35,1416121.48,1390478.12,Not Fraud
586,1,668517.34,668517.34,0.0,0.0,0.0,Fraud
135,3,33902.55,40803.0,6900.45,0.0,0.0,Not Fraud
263,3,224485.19,224485.19,0.0,364524.98,589010.17,Fraud
572,3,20303.84,20303.84,0.0,0.0,0.0,Fraud
7,3,6018.92,6018.92,0.0,15538.72,159620.09,Fraud
252,4,2022600.64,38670.17,0.0,2400943.51,4457668.69,Not Fraud
159,0,440478.8,5499898.51,5940377.31,685929.68,245450.89,Not Fraud
413,3,379161.85,379161.85,0.0,1035724.14,1414885.99,Fraud
272,4,449089.92,449089.92,0.0,45463.35,494553.27,Fraud
328,3,4266.94,10415.0,6148.06,0.0,0.0,Not Fraud
20,1,154547.64,0.0,0.0,320555.45,237674.28,Not Fraud
26,1,10057.45,10057.45,0.0,0.0,0.0,Fraud
252,3,9014.28,0.0,0.0,0.0,0.0,Not Fraud
121,3,9455.78,65633.22,56177.45,0.0,0.0,Not Fraud
404,3,24921.28,91600.37,66679.09,0.0,0.0,Not Fraud
360,3,342983.13,342983.13,0.0,0.0,0.0,Fraud
231,1,1833822.22,1833822.22,0.0,41848.65,1875670.88,Fraud
567,3,9756.44,0.0,0.0,0.0,0.0,Not Fraud
182,3,299190.89,299190.89,0.0,2963591.24,3262782.13,Fraud
181,3,13345.14,14217.0,871.86,0.0,0.0,Not Fraud
334,3,135.48,100578.0,100442.52,0.0,0.0,Not Fraud
260,3,9446.35,44736.7,35290.34,0.0,0.0,Not Fraud
93,3,1376.98,0.0,0.0,0.0,0.0,Not Fraud
368,1,693040.81,693040.81,0.0,715751.64,1408792.45,Fraud
97,3,1455299.72,1455299.72,0.0,0.0,0.0,Fraud
695,3,496415.47,496415.47,0.0,0.0,0.0,Fraud
403,1,112627.78,0.0,0.0,141392.68,254020.46,Not Fraud
455,3,737892.78,737892.78,0.0,0.0,0.0,Fraud
375,3,381256.44,381256.44,0.0,190322.64,571579.08,Fraud
352,3,520846.48,520846.48,0.0,0.0,0.0,Fraud
16,0,93870.36,7870301.28,7964171.64,103269.44,9399.09,Not Fraud
558,3,175292.38,175292.38,0.0,0.0,175292.38,Fraud
263,0,258821.79,5667515.25,5926337.04,752350.85,493529.06,Not Fraud
45,1,148148.63,386638.0,238489.37,239478.15,387626.78,Not Fraud
234,0,157615.7,6021.0,163636.7,212043.42,54427.72,Not Fraud
209,3,15136.73,11312.0,0.0,0.0,0.0,Not Fraud
617,1,304006.09,96881.83,0.0,431080.98,735087.07,Not Fraud
550,1,10371.33,0.0,0.0,151008.22,161379.55,Not Fraud
354,0,77346.02,13137172.79,13214518.81,244634.89,167288.88,Not Fraud
354,1,271522.83,4454.5,0.0,918230.93,1189753.76,Not Fraud
268,1,220067.29,220067.29,0.0,0.0,220067.29,Fraud
237,3,198739.5,198739.5,0.0,5714866.33,5913605.83,Fraud
372,3,278596.22,278596.22,0.0,0.0,0.0,Fraud
282,3,1433.81,167736.71,166302.9,0.0,0.0,Not Fraud
346,1,268102.92,0.0,0.0,3623956.19,3892059.11,Not Fraud
230,1,191776.39,62663.15,0.0,0.0,191776.39,Not Fraud
492,3,654532.78,654532.78,0.0,0.0,0.0,Fraud
251,1,49243.32,106852.0,57608.68,0.0,49243.32,Not Fraud
153,1,265328.15,1274.0,0.0,0.0,265328.15,Not Fraud
594,1,1939572.0,1939572.0,0.0,0.0,0.0,Fraud
445,0,188846.67,188846.67,0.0,0.0,0.0,Fraud
361,3,74554.72,74554.72,0.0,0.0,0.0,Fraud
155,0,109351.57,3354774.46,3464126.03,1253796.24,1077911.52,Not Fraud
565,3,9729.33,11018.0,1288.67,0.0,0.0,Not Fraud
591,3,1158214.73,1158214.73,0.0,0.0,0.0,Fraud
254,3,3124.41,17248.87,14124.46,0.0,0.0,Not Fraud
142,3,9849.32,51132.0,41282.68,0.0,0.0,Not Fraud
449,3,19866.34,19866.34,0.0,0.0,0.0,Fraud
249,3,3019.81,10749.0,7729.19,0.0,0.0,Not Fraud
160,0,2260913.92,2260913.92,0.0,0.0,0.0,Fraud
484,3,2897068.44,2897068.44,0.0,390410.52,3287478.97,Fraud
44,3,3349.91,42093.0,38743.09,0.0,0.0,Not Fraud
603,3,1613.51,1613.51,0.0,0.0,0.0,Fraud
574,1,93290.67,93290.67,0.0,0.0,0.0,Fraud
306,1,42455.55,7405.94,0.0,115261.45,157716.99,Not Fraud
44,1,146989.67,0.0,0.0,974335.32,1121324.99,Not Fraud
355,0,9346.19,24499496.32,24508842.51,1787589.66,1778243.47,Not Fraud
396,0,438620.58,438620.58,0.0,137514.49,576135.08,Fraud
34,3,556384.94,556384.94,0.0,0.0,0.0,Fraud
22,1,205699.87,109651.82,0.0,794078.91,999778.78,Not Fraud
354,0,415871.1,1651868.37,2067739.47,2937564.25,2521693.15,Not Fraud
300,1,49897.23,0.0,0.0,158270.59,208167.83,Not Fraud
188,3,5097.49,0.0,0.0,0.0,0.0,Not Fraud
551,1,542670.92,542670.92,0.0,248165.2,790836.12,Fraud
197,1,913228.77,913228.77,0.0,71980.89,985209.66,Fraud
255,1,156921.25,156921.25,0.0,89287.87,246209.12,Fraud
157,1,351044.76,351044.76,0.0,0.0,0.0,Fraud
189,1,85974.59,71.0,0.0,617984.48,703959.06,Not Fraud
34,4,770904.1,10000.0,0.0,8814.05,779718.15,Not Fraud
401,3,1858397.63,1858397.63,0.0,535291.77,2393689.39,Fraud
226,0,439377.41,2439540.65,2878918.06,1513974.16,1074596.75,Not Fraud
112,1,73444.57,73444.57,0.0,81440.92,154885.49,Fraud
179,3,14624.85,0.0,0.0,0.0,0.0,Not Fraud
144,0,110799.44,2808311.9,2919111.34,10485081.55,10374282.11,Not Fraud
188,3,8663.28,324717.75,316054.46,0.0,0.0,Not Fraud
235,3,15051.03,121906.0,106854.97,0.0,0.0,Not Fraud
178,3,4577962.92,4577962.92,0.0,0.0,0.0,Fraud
476,1,6178832.65,6178832.65,0.0,0.0,0.0,Fraud
270,0,10000000.0,10000000.0,0.0,0.0,10000000.0,Fraud
183,3,1729.2,0.0,0.0,0.0,0.0,Not Fraud
231,4,2638303.19,2638303.19,0.0,0.0,0.0,Fraud
373,3,13370.04,59365.0,45994.96,0.0,0.0,Not Fraud
20,0,97004.67,11147973.4,11244978.08,2977706.36,2880701.69,Not Fraud
606,1,286843.91,286843.91,0.0,69938.84,356782.75,Fraud
402,0,10000000.0,19056241.61,9056241.61,0.0,0.0,Fraud
131,1,785775.83,785775.83,0.0,0.0,0.0,Fraud
518,1,159373.77,159373.77,0.0,0.0,0.0,Fraud
178,0,260579.9,19858.0,280437.9,436940.44,176360.54,Not Fraud
307,1,10000000.0,10201353.36,201353.36,0.0,0.0,Fraud
394,0,219246.69,16091.0,235337.69,202414.25,0.0,Not Fraud
235,0,215588.14,3760122.31,3975710.45,5048731.8,4833143.66,Not Fraud
400,0,40045.56,10427456.26,10467501.81,766519.76,726474.2,Not Fraud
401,0,83819.6,10781.0,94600.6,0.0,0.0,Not Fraud
180,3,11843.35,563773.0,551929.65,0.0,0.0,Not Fraud
712,0,88384.78,88384.78,0.0,338962.47,427347.25,Fraud
311,4,1606099.62,0.0,0.0,10047724.04,11653823.65,Not Fraud
7,1,11732.42,11732.42,0.0,1896.36,123075.62,Fraud
15,0,94823.09,8688877.24,8783700.33,594601.02,499777.93,Not Fraud
469,0,85222.51,85222.51,0.0,0.0,0.0,Fraud
152,0,18904.68,18904.68,0.0,0.0,0.0,Fraud
370,0,44128.47,1328589.65,1372718.11,1206543.82,1162415.35,Not Fraud
401,0,246141.14,402434.98,648576.12,10778875.95,10532734.82,Not Fraud
112,1,1439596.66,1439596.66,0.0,0.0,1439596.66,Fraud
356,3,11992.62,123836.77,111844.15,0.0,0.0,Not Fraud
360,1,31316.69,31316.69,0.0,0.0,0.0,Fraud
305,3,9582.6,0.0,0.0,0.0,0.0,Not Fraud
282,3,4465.35,0.0,0.0,0.0,0.0,Not Fraud
351,1,315698.92,315698.92,0.0,0.0,0.0,Fraud
308,1,106172.21,72.0,0.0,85565.36,191737.57,Not Fraud
415,3,4897687.72,4897687.72,0.0,0.0,0.0,Fraud
69,1,743017.98,743017.98,0.0,0.0,0.0,Fraud
348,0,360934.83,6309329.13,6670263.96,566211.43,205276.6,Not Fraud
102,0,960293.56,960293.56,0.0,111.93,960405.49,Fraud
374,3,8318243.4,8318243.4,0.0,0.0,0.0,Fraud
160,4,14054.08,14054.08,0.0,0.0,0.0,Fraud
240,1,128716.61,128716.61,0.0,0.0,0.0,Fraud
283,3,300250.18,300250.18,0.0,0.0,0.0,Fraud
595,3,31901.28,31901.28,0.0,327443.38,359344.66,Fraud
475,4,870623.52,870623.52,0.0,1002592.99,1873216.51,Fraud
234,4,264377.71,0.0,0.0,393468.26,657845.98,Not Fraud
326,4,2307924.32,2307924.32,0.0,0.0,0.0,Fraud
425,0,10000000.0,53546376.58,43546376.58,0.0,0.0,Fraud
631,0,69824.15,69824.15,0.0,0.0,0.0,Fraud
393,3,6908.8,39723.0,32814.2,0.0,0.0,Not Fraud
350,1,78407.08,0.0,0.0,1310734.34,1389141.42,Not Fraud
677,3,6235128.8,6235128.8,0.0,843.23,6235972.02,Fraud
705,3,1227.17,0.0,0.0,0.0,0.0,Not Fraud
9,3,19002.39,0.0,0.0,0.0,0.0,Not Fraud
320,4,38169.51,38169.51,0.0,0.0,0.0,Fraud
333,3,62819.43,62819.43,0.0,1058197.1,1121016.53,Fraud
180,1,162908.06,0.0,0.0,2382436.86,2545344.92,Not Fraud
306,1,45244.96,0.0,0.0,525812.35,571057.31,Not Fraud
484,3,141516.51,141516.51,0.0,0.0,0.0,Fraud
255,1,965050.78,965050.78,0.0,0.0,0.0,Fraud
473,3,53092.69,53092.69,0.0,0.0,0.0,Fraud
204,1,201746.27,0.0,0.0,3355186.05,3556932.33,Not Fraud
378,0,917649.27,917649.27,0.0,0.0,0.0,Fraud
184,1,18061.12,18061.12,0.0,0.0,18061.12,Fraud
619,1,17260.57,39825.0,22564.43,606774.89,624035.45,Not Fraud
526,3,21654.4,21654.4,0.0,0.0,21654.4,Fraud
301,1,49065.26,19827.0,0.0,2388490.21,2437555.47,Not Fraud
635,3,58477.12,58477.12,0.0,0.0,58477.12,Fraud
181,0,597557.57,597557.57,0.0,244692.66,842250.23,Fraud
110,3,99806.65,99806.65,0.0,0.0,0.0,Fraud
372,0,116666.38,2569873.11,2686539.48,311568.66,194902.28,Not Fraud
100,3,2248942.87,2248942.87,0.0,0.0,0.0,Fraud
376,3,27441.35,0.0,0.0,0.0,0.0,Not Fraud
94,3,341980.1,341980.1,0.0,0.0,181601.98,Fraud
236,1,170322.9,0.0,0.0,1539005.66,1709328.56,Not Fraud
202,0,71452.44,16588.0,88040.44,1433694.66,1362242.21,Not Fraud
153,1,231605.19,110666.05,0.0,1132711.51,1364316.7,Not Fraud
234,1,4819678.09,4819678.09,0.0,0.0,0.0,Fraud
140,1,72447.69,10681.0,0.0,607864.33,680312.02,Not Fraud
181,0,139901.07,346484.0,486385.07,1273959.76,1134058.7,Not Fraud
491,0,8987283.49,8987283.49,0.0,0.0,0.0,Fraud
251,3,50748.93,12998.0,0.0,0.0,0.0,Not Fraud
42,3,23914.43,36170.0,12255.57,0.0,0.0,Not Fraud
192,1,1448920.18,1290986.51,0.0,2159001.77,6977485.39,Fraud
195,0,252167.01,252167.01,0.0,0.0,0.0,Fraud
348,3,7589.11,513.0,0.0,0.0,0.0,Not Fraud
619,3,1424875.22,1424875.22,0.0,0.0,1424875.22,Fraud
513,3,70342.66,70342.66,0.0,0.0,0.0,Fraud
597,0,10000000.0,28009370.77,18009370.77,0.0,0.0,Fraud
234,3,553981.94,553981.94,0.0,146097.02,700078.96,Fraud
379,3,833601.36,833601.36,0.0,0.0,833601.36,Fraud
134,3,6056.39,23803.0,17746.61,0.0,0.0,Not Fraud
574,3,113949.51,113949.51,0.0,735958.4,849907.91,Fraud
33,4,19033.91,21370.0,2336.09,2325074.39,2438770.89,Not Fraud
167,3,25324.73,0.0,0.0,0.0,0.0,Not Fraud
227,1,233044.68,0.0,0.0,3176663.57,3409708.24,Not Fraud
546,1,110544.18,0.0,0.0,5010311.92,5120856.1,Not Fraud
51,3,1230618.76,1230618.76,0.0,755998.76,1986617.52,Fraud
370,1,177996.77,6160.0,0.0,0.0,177996.77,Not Fraud
355,0,353238.07,5908585.16,6261823.23,8385765.95,8032527.88,Not Fraud
471,1,955798.17,955798.17,0.0,325634.8,1281432.97,Fraud
382,1,408804.62,408804.62,0.0,0.0,408804.62,Fraud
307,3,15036.11,174913.96,159877.85,0.0,0.0,Not Fraud
409,3,10000000.0,10000000.0,0.0,1869607.58,11869607.58,Fraud
346,3,16335.17,31954.0,15618.83,0.0,0.0,Not Fraud
514,1,7597520.98,7597520.98,0.0,0.0,0.0,Fraud
602,3,2582449.3,2582449.3,0.0,0.0,2582449.3,Fraud
130,1,346210.3,346210.3,0.0,508910.31,855120.62,Fraud
78,3,82780.6,82780.6,0.0,0.0,0.0,Fraud
331,3,5042075.1,5042075.1,0.0,0.0,0.0,Fraud
460,4,252103.99,252103.99,0.0,0.0,252103.99,Fraud
690,1,21050.58,21050.58,0.0,11533641.24,11554691.81,Fraud
301,3,2217055.76,2217055.76,0.0,130308.97,2347364.73,Fraud
262,1,3102.42,0.0,0.0,2053936.32,2057038.74,Not Fraud
242,4,5867808.37,5867808.37,0.0,16876.34,5884684.7,Fraud
35,1,39968.19,8380.01,0.0,233.0,40201.19,Not Fraud
174,0,1869538.62,1869538.62,0.0,388.97,1744250.43,Fraud
323,3,11952.3,161886.98,149934.67,0.0,0.0,Not Fraud
379,1,44642.07,26561.0,0.0,5002910.46,5047552.53,Not Fraud
133,3,45833.81,195.0,0.0,0.0,0.0,Not Fraud
168,0,134562.84,134562.84,0.0,0.0,0.0,Fraud
280,3,102589.8,102589.8,0.0,0.0,0.0,Fraud
180,3,2304.3,20149.0,17844.7,0.0,0.0,Not Fraud
207,3,3424285.94,3424285.94,0.0,0.0,3424285.94,Fraud
160,3,6.26,0.0,0.0,0.0,0.0,Not Fraud
316,0,273891.59,273891.59,0.0,0.0,0.0,Fraud
304,0,292207.29,31789.0,323996.29,20369573.24,20077365.96,Not Fraud
328,3,12748.5,224799.32,212050.82,0.0,0.0,Not Fraud
408,3,27923.33,10911.3,0.0,0.0,0.0,Not Fraud
33,3,4675.57,32094.32,27418.75,0.0,0.0,Not Fraud
255,3,639373.81,639373.81,0.0,0.0,0.0,Fraud
303,1,109268.74,0.0,0.0,312124.2,421392.95,Not Fraud
262,1,10000000.0,10000000.0,0.0,0.0,10000000.0,Fraud
344,0,145976.03,145976.03,0.0,0.0,0.0,Fraud
372,1,132861.03,0.0,0.0,518561.16,651422.2,Not Fraud
210,4,53276.76,53276.76,0.0,0.0,0.0,Fraud
402,1,532192.63,532192.63,0.0,0.0,532192.63,Fraud
376,0,449033.56,449033.56,0.0,0.0,0.0,Fraud
353,3,7903.63,0.0,0.0,0.0,0.0,Not Fraud
312,1,4414.61,4414.61,0.0,0.0,4414.61,Fraud
280,3,12103.73,0.0,0.0,0.0,0.0,Not Fraud
132,4,172240.03,0.0,0.0,561859.26,734099.3,Not Fraud
360,2,1695.49,5070.0,3374.51,505423.86,507119.35,Not Fraud
306,3,13297.25,345.0,0.0,0.0,0.0,Not Fraud
225,1,34496.99,0.0,0.0,40198.2,74695.18,Not Fraud
283,0,266163.95,859987.18,1126151.13,1831924.66,1565760.71,Not Fraud
403,4,10000000.0,10000000.0,0.0,358345.85,10358345.85,Fraud
285,0,1867832.68,1867832.68,0.0,0.0,20508.65,Fraud
302,3,15790.65,195879.24,180088.59,0.0,0.0,Not Fraud
517,3,3131.87,3131.87,0.0,263182.16,266314.02,Fraud
159,3,9357.17,10977.0,1619.83,0.0,0.0,Not Fraud
314,1,1155255.12,1155255.12,0.0,47747.64,1203002.77,Fraud
286,1,2070519.8,2070519.8,0.0,0.0,0.0,Fraud
596,0,156673.54,67040.0,223713.54,3308039.65,3151366.11,Not Fraud
6,1,28910.56,28910.56,0.0,29604.49,0.0,Fraud
369,1,1448153.31,1448153.31,0.0,0.0,1448153.31,Fraud
158,1,60606.36,0.0,0.0,855410.96,916017.32,Not Fraud
117,4,35731.31,35731.31,0.0,123149.52,158880.82,Fraud
602,1,198678.98,198678.98,0.0,13930.38,212609.36,Fraud
9,4,1695309.35,0.0,0.0,2204009.6,6060320.66,Not Fraud
209,0,173662.72,1636750.35,1810413.07,2292678.44,2119015.72,Not Fraud
398,0,374762.13,80625.0,455387.13,0.0,0.0,Not Fraud
373,0,115844.27,1025590.66,1141434.94,4709696.88,4593852.61,Not Fraud
25,0,37073.79,37073.79,0.0,0.0,0.0,Fraud
370,1,6711964.25,6711964.25,0.0,92850.81,6804815.05,Fraud
623,0,89857.94,89857.94,0.0,0.0,0.0,Fraud
474,1,199118.7,0.0,0.0,285784.95,484903.65,Not Fraud
257,1,24655.66,0.0,0.0,206791.22,231446.88,Not Fraud
345,0,204108.03,7595093.06,7799201.08,582749.19,378641.16,Not Fraud
83,1,161.19,161.19,0.0,0.0,0.0,Fraud
736,4,1314497.42,1314497.42,0.0,0.0,1314497.42,Fraud
464,3,181419.75,181419.75,0.0,0.0,0.0,Fraud
20,0,183975.27,1026005.26,1209980.52,580828.67,302977.45,Not Fraud
276,0,4766.43,2231900.19,2236666.61,173846.02,169079.6,Not Fraud
420,0,43192.25,5031190.68,5074382.93,127017.78,83825.53,Not Fraud
411,1,195070.37,195070.37,0.0,17999845.28,19506025.34,Fraud
421,1,2343982.3,2343982.3,0.0,0.0,0.0,Fraud
162,3,19802.29,21284.0,1481.71,0.0,0.0,Not Fraud
379,4,54458.78,0.0,0.0,520341.72,574800.5,Not Fraud
175,2,2025779.22,2025779.22,0.0,0.0,0.0,Fraud
377,3,4883.45,0.0,0.0,0.0,0.0,Not Fraud
191,4,208597.18,208597.18,0.0,0.0,0.0,Fraud
186,1,269467.12,8684.0,0.0,429381.86,698848.97,Not Fraud
164,1,808077.7,808077.7,0.0,976809.53,1784887.24,Fraud
310,1,264840.73,0.0,0.0,1542319.7,1807160.43,Not Fraud
718,4,261679.04,261679.04,0.0,253510.09,515189.12,Fraud
326,3,39615.3,55255.0,15639.7,0.0,0.0,Not Fraud
19,1,319974.73,31051.0,0.0,0.0,352078.73,Not Fraud
221,1,254467.92,254467.92,0.0,0.0,0.0,Fraud
558,0,28959.15,28959.15,0.0,0.0,0.0,Fraud
398,0,187939.64,4891291.81,5079231.45,350338.71,162399.07,Not Fraud
134,3,13983.49,0.0,0.0,0.0,0.0,Not Fraud
330,1,43575.68,43575.68,0.0,136014.02,179589.7,Fraud
369,4,1523879.8,28740.0,0.0,0.0,1523879.8,Not Fraud
348,1,260764.01,0.0,0.0,466490.7,727254.7,Not Fraud
286,0,602431.19,602431.19,0.0,0.0,602431.19,Fraud
274,3,2599286.04,2599286.04,0.0,0.0,0.0,Fraud
277,3,550978.76,550978.76,0.0,3375662.15,3926640.92,Fraud
143,1,217349.38,217349.38,0.0,0.0,0.0,Fraud
278,3,3487411.65,3487411.65,0.0,0.0,0.0,Fraud
348,3,12886.84,0.0,0.0,0.0,0.0,Not Fraud
187,3,15634.48,60424.0,44789.52,0.0,0.0,Not Fraud
681,3,6294336.85,6294336.85,0.0,0.0,0.0,Fraud
39,0,35715.51,2132501.82,2168217.33,727432.23,903596.39,Not Fraud
162,0,139725.62,203149.25,342874.87,1508946.74,1369221.13,Not Fraud
546,3,48705.58,48705.58,0.0,0.0,0.0,Fraud
258,1,210520.8,5568.0,0.0,143428.27,353949.07,Not Fraud
283,1,152884.09,21770.0,0.0,563365.06,716249.15,Not Fraud
298,1,38533.96,0.0,0.0,268726.89,307260.85,Not Fraud
33,3,1458043.4,1458043.4,0.0,1466133.46,2924176.86,Fraud
217,4,31358.88,31358.88,0.0,0.0,0.0,Fraud
358,4,21151.22,21151.22,0.0,0.0,0.0,Fraud
240,1,1495.06,1495.06,0.0,0.0,1495.06,Fraud
354,3,24883.84,8856.86,0.0,0.0,0.0,Not Fraud
45,1,7902.59,7902.59,0.0,0.0,7902.59,Fraud
384,3,15900.6,21082.0,5181.4,0.0,0.0,Not Fraud
476,4,797727.06,797727.06,0.0,0.0,0.0,Fraud
260,4,433932.9,0.0,0.0,6687938.22,7121871.12,Not Fraud
309,0,71722.85,151776.0,223498.85,404998.44,333275.59,Not Fraud
195,4,156976.31,0.0,0.0,905155.23,1062131.54,Not Fraud
262,4,2049895.96,2049895.96,0.0,0.0,0.0,Fraud
356,1,3938816.11,3938816.11,0.0,0.0,0.0,Fraud
185,3,8606260.05,8606260.05,0.0,0.0,0.0,Fraud
339,0,1489745.38,1489745.38,0.0,0.0,0.0,Fraud
208,1,266436.57,266436.57,0.0,0.0,266436.57,Fraud
379,1,150024.02,15508.0,0.0,24923706.06,25073730.07,Not Fraud
423,1,132199.41,132199.41,0.0,0.0,132199.41,Fraud
14,3,13700.84,0.0,0.0,0.0,0.0,Not Fraud
306,1,421798.79,0.0,0.0,1178903.72,1600702.51,Not Fraud
355,4,1319855.51,0.0,0.0,2632149.91,3952005.42,Not Fraud
563,3,5349.64,334.0,0.0,0.0,0.0,Not Fraud
438,0,143625.1,143625.1,0.0,0.0,143625.1,Fraud
187,4,562202.14,0.0,0.0,3788131.13,4350333.28,Not Fraud
252,0,364354.7,364354.7,0.0,0.0,0.0,Fraud
363,0,200337.68,200337.68,0.0,0.0,0.0,Fraud
308,3,33987.07,0.0,0.0,0.0,0.0,Not Fraud
308,4,224060.12,0.0,0.0,1829022.81,2053082.93,Not Fraud
156,3,3573.36,11067.23,7493.88,0.0,0.0,Not Fraud
597,3,66049.16,66049.16,0.0,1061194.56,1127243.71,Fraud
403,1,917065.74,917065.74,0.0,0.0,0.0,Fraud
525,4,181176.51,10738.0,0.0,0.0,181176.51,Not Fraud
601,1,639770.76,639770.76,0.0,0.0,0.0,Fraud
318,0,1185248.4,1185248.4,0.0,0.0,0.0,Fraud
202,1,455959.48,26519.0,0.0,28253.02,484212.5,Not Fraud
9,3,17021.04,176854.79,159833.76,0.0,0.0,Not Fraud
16,3,1580.44,0.0,0.0,0.0,0.0,Not Fraud
185,1,143343.7,21435.0,0.0,77930.42,221274.12,Not Fraud
296,1,1618876.32,1618876.32,0.0,3532082.68,5150959.0,Fraud
165,4,93278.45,93278.45,0.0,0.0,0.0,Fraud
350,1,221894.16,221894.16,0.0,167332.98,389227.14,Fraud
135,0,386535.17,6644290.54,7030825.72,400063.52,13528.35,Not Fraud
404,1,48537.35,10955.0,0.0,0.0,48537.35,Not Fraud
489,0,21833.79,21833.79,0.0,0.0,0.0,Fraud
119,2,19736.93,19736.93,0.0,0.0,0.0,Fraud
323,3,2986828.31,2986828.31,0.0,0.0,0.0,Fraud
675,3,7401094.55,7401094.55,0.0,0.0,7401094.55,Fraud
518,4,74039.69,74039.69,0.0,234820.87,308860.57,Fraud
303,0,584650.53,9775587.65,10360238.18,782434.45,197783.92,Not Fraud
